workout_type,distance,time,calories,total_steps,avg_speed,avg_cadence,max_cadence,avg_heart_rate,max_heart_rate,min_heart_rate,vo2_max(%),aerobic(%),anaerobic(%),intensive(%),light(%),calories_per_minute,calories_classes,heart_level,id
5,1.69,63,378,6209.0,7.24,62.11,174.11,139.0,190.0,88,13,0,71,25,69,6.0,2,2,1651
0,5.46,99,34,3444.0,15.54,23.88,119.41,98.0,92.0,104,45,40,10,64,51,0.3434343434343434,1,1,1652
4,5.77,117,511,4081.1191335740073,22.89,162.93,72.36,132.5,177.0,88,6,45,15,11,43,4.367521367521367,2,2,1653
2,3.41,59,247,4081.1191335740073,6.65,138.93,283.7,91.5,90.0,93,38,32,0,64,89,4.186440677966102,1,1,1654
10,1.24,103,162,1785.0,14.13,158.36,181.42,84.0,85.0,83,20,22,0,31,46,1.5728155339805825,1,1,1655
3,1.57,89,390,4081.1191335740073,29.97,96.9,185.88,135.0,166.0,104,11,0,5,63,62,4.382022471910112,2,2,1656
3,3.25,92,40,4081.1191335740073,17.66,121.44,136.17,134.5,166.0,103,21,0,5,66,78,0.43478260869565216,1,2,1657
10,9.48,59,34,1785.0,29.56,33.27,243.1,97.0,85.0,109,28,22,0,16,44,0.576271186440678,1,1,1658
1,9.5,92,284,4081.1191335740073,10.41,167.47,333.93,111.5,122.0,101,14,28,2,67,77,3.0869565217391304,1,2,1659
4,1.38,35,362,4081.1191335740073,5.84,180.26,328.22,140.0,177.0,103,34,45,15,49,69,10.342857142857143,2,2,1660
6,1.66,100,50,4081.1191335740073,10.98,113.33,265.26,128.5,175.0,82,2,20,15,11,91,0.5,1,2,1661
8,7.8,49,222,4550.0,37.4,124.47,173.0,96.5,105.0,88,30,26,7,42,78,4.530612244897959,1,1,1662
7,8.7,94,53,2790.0,25.76,120.38,207.46,142.5,188.0,97,12,0,80,42,53,0.5638297872340425,1,2,1663
3,1.97,65,147,4081.1191335740073,16.83,74.39,208.83,137.5,166.0,109,31,0,5,24,73,2.2615384615384615,1,2,1664
9,1.62,39,482,5028.0,19.27,48.95,258.2,114.5,124.0,105,35,50,0,36,89,12.35897435897436,2,2,1665
0,7.9,38,395,3444.0,18.58,87.79,314.87,100.0,92.0,108,27,40,10,21,34,10.394736842105264,2,1,1666
5,9.15,117,175,6209.0,3.48,110.44,119.76,150.0,190.0,110,39,0,71,53,34,1.4957264957264957,1,2,1667
10,2.1,71,10,1785.0,3.97,53.65,217.3,83.0,85.0,81,13,22,0,52,96,0.14084507042253522,1,1,1668
10,3.97,79,285,1785.0,20.67,21.66,97.5,97.0,85.0,109,19,22,0,32,13,3.607594936708861,1,1,1669
6,4.93,106,319,4081.1191335740073,19.44,106.3,346.43,133.5,175.0,92,10,20,15,45,92,3.009433962264151,2,2,1670
6,4.7,29,488,4081.1191335740073,19.4,134.42,140.72,141.5,175.0,108,12,20,15,58,59,16.82758620689655,2,2,1671
8,1.63,43,441,4550.0,36.66,137.78,56.75,99.5,105.0,94,41,26,7,57,18,10.255813953488373,2,1,1672
2,3.97,108,306,4081.1191335740073,25.93,75.5,110.61,88.0,90.0,86,21,32,0,31,69,2.8333333333333335,2,1,1673
2,3.66,85,325,4081.1191335740073,14.18,54.4,144.8,91.0,90.0,92,16,32,0,42,63,3.823529411764706,2,1,1674
3,3.67,46,365,4081.1191335740073,6.9,52.41,343.37,138.0,166.0,110,11,0,5,44,23,7.934782608695652,2,2,1675
0,2.52,69,114,3444.0,1.0,16.55,260.81,100.0,92.0,108,22,40,10,48,98,1.6521739130434783,1,1,1676
9,6.58,89,454,5028.0,32.61,23.48,95.87,115.0,124.0,106,23,50,0,53,39,5.101123595505618,2,2,1677
8,3.77,105,195,4550.0,33.48,113.96,309.11,97.0,105.0,89,10,26,7,36,32,1.8571428571428572,1,1,1678
7,2.32,55,352,2790.0,9.68,86.66,314.15,145.0,188.0,102,1,0,80,15,81,6.4,2,2,1679
0,1.92,43,59,3444.0,28.31,184.77,254.15,95.0,92.0,98,27,40,10,31,81,1.372093023255814,1,1,1680
1,9.66,101,57,4081.1191335740073,27.52,90.84,156.59,109.0,122.0,96,20,28,2,43,4,0.5643564356435643,1,1,1681
3,9.81,78,529,4081.1191335740073,16.18,118.75,236.95,124.0,166.0,82,16,0,5,8,13,6.782051282051282,2,2,1682
7,4.96,44,116,2790.0,31.84,44.35,147.53,147.0,188.0,106,41,0,80,50,60,2.6363636363636362,1,2,1683
4,8.29,105,120,4081.1191335740073,33.87,137.88,278.41,134.0,177.0,91,26,45,15,54,59,1.1428571428571428,1,2,1684
6,9.93,111,412,4081.1191335740073,2.79,190.27,52.43,129.0,175.0,83,4,20,15,46,47,3.7117117117117115,2,2,1685
3,2.4,29,397,4081.1191335740073,23.82,10.13,184.39,131.5,166.0,97,4,0,5,46,44,13.689655172413794,2,2,1686
7,9.68,31,165,2790.0,5.96,136.81,218.21,140.5,188.0,93,19,0,80,27,63,5.32258064516129,1,2,1687
8,2.28,51,549,4550.0,16.18,30.93,198.3,106.5,105.0,108,33,26,7,57,60,10.764705882352942,2,1,1688
2,7.28,100,89,4081.1191335740073,30.4,21.77,97.91,88.5,90.0,87,39,32,0,52,77,0.89,1,1,1689
7,1.93,65,260,2790.0,8.57,134.18,156.99,145.5,188.0,103,34,0,80,56,51,4.0,1,2,1690
4,4.93,104,544,4081.1191335740073,5.19,61.49,108.1,130.0,177.0,83,26,45,15,63,33,5.230769230769231,2,2,1691
5,3.68,96,133,6209.0,6.63,188.9,325.7,147.5,190.0,105,27,0,71,49,40,1.3854166666666667,1,2,1692
5,4.16,82,378,6209.0,11.3,128.65,255.75,144.5,190.0,99,27,0,71,36,90,4.609756097560975,2,2,1693
5,7.24,24,97,6209.0,34.84,30.23,287.37,147.5,190.0,105,13,0,71,56,35,4.041666666666667,1,2,1694
10,4.13,115,460,1785.0,14.71,157.28,262.31,94.5,85.0,104,23,22,0,37,76,4.0,2,1,1695
9,4.84,103,196,5028.0,25.2,61.33,190.8,115.0,124.0,106,0,50,0,54,68,1.9029126213592233,1,2,1696
1,1.92,34,410,4081.1191335740073,12.39,117.98,96.4,104.5,122.0,87,28,28,2,38,69,12.058823529411764,2,1,1697
10,2.18,37,189,1785.0,18.32,53.16,341.44,88.5,85.0,92,29,22,0,19,47,5.108108108108108,1,1,1698
2,6.9,48,166,4081.1191335740073,23.13,99.7,276.78,91.5,90.0,93,7,32,0,25,9,3.4583333333333335,1,1,1699
0,9.37,67,144,3444.0,16.28,29.97,125.71,96.0,92.0,100,44,40,10,39,80,2.1492537313432836,1,1,1700
9,1.3,101,20,5028.0,37.29,75.3,274.25,112.5,124.0,101,21,50,0,24,60,0.19801980198019803,1,2,1701
8,3.0,45,427,4550.0,21.76,158.15,180.18,107.5,105.0,110,37,26,7,33,19,9.488888888888889,2,1,1702
10,3.83,116,434,1785.0,30.92,140.77,147.59,96.5,85.0,108,28,22,0,10,31,3.7413793103448274,2,1,1703
3,2.33,31,178,4081.1191335740073,14.54,33.32,210.78,129.5,166.0,93,1,0,5,32,3,5.741935483870968,1,2,1704
1,9.9,72,376,4081.1191335740073,4.62,44.29,71.81,107.5,122.0,93,31,28,2,20,86,5.222222222222222,2,1,1705
3,2.6,97,286,4081.1191335740073,26.21,168.29,166.19,128.5,166.0,91,24,0,5,49,54,2.948453608247423,1,2,1706
0,8.17,75,397,3444.0,20.26,193.62,192.64,101.5,92.0,111,34,40,10,44,87,5.293333333333333,2,1,1707
9,6.5,56,158,5028.0,1.73,71.86,176.5,116.0,124.0,108,27,50,0,46,29,2.8214285714285716,1,2,1708
6,8.96,71,274,4081.1191335740073,25.15,162.17,135.25,135.0,175.0,95,20,20,15,62,18,3.859154929577465,1,2,1709
0,1.13,66,400,3444.0,13.8,143.3,262.69,97.5,92.0,103,30,40,10,16,79,6.0606060606060606,2,1,1710
5,3.9,66,201,6209.0,18.58,167.94,330.53,148.0,190.0,106,2,0,71,30,96,3.0454545454545454,1,2,1711
2,4.84,29,145,4081.1191335740073,5.14,169.25,271.74,95.5,90.0,101,19,32,0,58,75,5.0,1,1,1712
0,4.1,58,111,3444.0,22.15,164.96,164.97,96.5,92.0,101,33,40,10,10,74,1.9137931034482758,1,1,1713
3,3.53,40,108,4081.1191335740073,8.13,81.55,156.34,134.5,166.0,103,37,0,5,54,53,2.7,1,2,1714
3,8.58,35,64,4081.1191335740073,20.93,169.36,284.35,131.5,166.0,97,17,0,5,22,77,1.8285714285714285,1,2,1715
8,3.67,81,544,4550.0,34.61,131.51,61.31,102.5,105.0,100,14,26,7,45,44,6.716049382716049,2,1,1716
7,1.2,90,108,2790.0,11.35,195.56,230.79,134.5,188.0,81,29,0,80,40,99,1.2,1,2,1717
1,9.0,54,527,4081.1191335740073,6.34,64.94,334.39,116.0,122.0,110,8,28,2,6,45,9.75925925925926,2,2,1718
5,2.16,70,481,6209.0,23.93,149.91,200.92,146.0,190.0,102,19,0,71,14,90,6.871428571428571,2,2,1719
4,3.31,100,538,4081.1191335740073,1.5,104.55,162.34,140.5,177.0,104,21,45,15,18,37,5.38,2,2,1720
4,6.14,26,109,4081.1191335740073,35.32,27.42,91.4,143.0,177.0,109,29,45,15,35,81,4.1923076923076925,1,2,1721
3,3.24,85,21,4081.1191335740073,19.39,11.93,55.32,131.5,166.0,97,41,0,5,53,33,0.24705882352941178,1,2,1722
8,2.6,38,227,4550.0,18.35,123.3,261.87,94.5,105.0,84,9,26,7,22,62,5.973684210526316,1,1,1723
7,9.87,59,290,2790.0,23.84,147.67,224.11,136.5,188.0,85,38,0,80,38,23,4.915254237288136,1,2,1724
7,6.27,91,71,2790.0,18.71,162.77,117.84,143.0,188.0,98,26,0,80,65,2,0.7802197802197802,1,2,1725
6,4.75,55,336,4081.1191335740073,27.89,192.7,349.78,129.5,175.0,84,33,20,15,23,28,6.109090909090909,2,2,1726
3,6.7,68,281,4081.1191335740073,28.43,44.68,302.14,134.0,166.0,102,37,0,5,38,13,4.132352941176471,1,2,1727
0,9.9,63,294,3444.0,10.59,62.5,171.61,94.0,92.0,96,2,40,10,28,49,4.666666666666667,2,1,1728
5,5.75,59,349,6209.0,19.9,164.24,290.6,140.0,190.0,90,10,0,71,19,45,5.915254237288136,2,2,1729
1,6.77,108,375,4081.1191335740073,8.32,45.79,113.32,111.0,122.0,100,8,28,2,20,24,3.4722222222222223,2,2,1730
0,2.6,76,419,3444.0,31.49,14.26,155.71,94.5,92.0,97,35,40,10,14,69,5.5131578947368425,2,1,1731
9,3.31,55,73,5028.0,31.89,71.89,200.5,109.0,124.0,94,25,50,0,48,36,1.3272727272727274,1,1,1732
4,5.13,48,518,4081.1191335740073,27.3,156.65,261.56,140.5,177.0,104,9,45,15,40,77,10.791666666666666,2,2,1733
6,1.1,58,495,4081.1191335740073,33.29,49.94,154.67,135.5,175.0,96,7,20,15,12,83,8.53448275862069,2,2,1734
4,6.4,36,255,4081.1191335740073,27.6,69.89,160.18,142.0,177.0,107,23,45,15,33,78,7.083333333333333,1,2,1735
0,2.74,73,549,3444.0,11.21,124.87,205.66,89.0,92.0,86,45,40,10,5,8,7.52054794520548,2,1,1736
1,6.77,22,290,4081.1191335740073,13.8,132.97,281.25,109.0,122.0,96,31,28,2,10,81,13.181818181818182,1,1,1737
0,5.72,80,425,3444.0,4.5,134.61,178.72,86.0,92.0,80,19,40,10,22,35,5.3125,2,1,1738
2,2.48,62,476,4081.1191335740073,1.55,77.89,306.77,92.0,90.0,94,30,32,0,38,68,7.67741935483871,2,1,1739
3,7.68,115,175,4081.1191335740073,14.83,118.56,146.26,124.5,166.0,83,13,0,5,34,44,1.5217391304347827,1,2,1740
4,6.44,29,122,4081.1191335740073,25.33,164.9,272.59,129.0,177.0,81,15,45,15,11,79,4.206896551724138,1,2,1741
7,3.27,91,255,2790.0,10.53,31.37,251.68,139.5,188.0,91,18,0,80,24,11,2.802197802197802,1,2,1742
9,9.15,40,371,5028.0,30.68,116.66,321.74,115.5,124.0,107,24,50,0,14,70,9.275,2,2,1743
4,2.85,113,260,4081.1191335740073,34.49,152.7,206.73,137.0,177.0,97,20,45,15,64,96,2.3008849557522124,1,2,1744
1,1.17,27,405,4081.1191335740073,5.34,56.18,160.32,113.5,122.0,105,12,28,2,43,9,15.0,2,2,1745
8,1.86,94,95,4550.0,9.96,90.27,193.31,102.0,105.0,99,22,26,7,14,29,1.0106382978723405,1,1,1746
4,2.1,102,515,4081.1191335740073,4.75,154.13,86.28,138.0,177.0,99,20,45,15,20,74,5.049019607843137,2,2,1747
8,6.57,91,179,4550.0,4.29,164.53,206.69,102.0,105.0,99,19,26,7,6,51,1.967032967032967,1,1,1748
10,4.8,33,68,1785.0,27.4,160.99,291.6,90.5,85.0,96,25,22,0,10,61,2.0606060606060606,1,1,1749
3,6.5,59,287,4081.1191335740073,24.71,75.3,157.41,130.0,166.0,94,23,0,5,47,73,4.864406779661017,1,2,1750
2,9.5,114,24,4081.1191335740073,26.9,131.21,283.85,93.5,90.0,97,2,32,0,22,42,0.21052631578947367,1,1,1751
7,7.3,71,71,2790.0,27.92,146.74,63.82,144.0,188.0,100,6,0,80,50,52,1.0,1,2,1752
7,2.5,51,104,2790.0,27.44,179.46,59.73,149.0,188.0,110,35,0,80,63,72,2.0392156862745097,1,2,1753
5,6.9,110,39,6209.0,5.89,57.86,71.4,143.0,190.0,96,44,0,71,48,36,0.35454545454545455,1,2,1754
4,2.82,112,318,4081.1191335740073,28.46,25.49,163.82,132.5,177.0,88,7,45,15,20,36,2.8392857142857144,2,2,1755
10,7.68,53,460,1785.0,15.47,54.8,253.15,92.5,85.0,100,3,22,0,33,66,8.679245283018869,2,1,1756
7,8.3,81,224,2790.0,7.43,30.9,283.7,149.5,188.0,111,19,0,80,9,9,2.765432098765432,1,2,1757
6,8.58,42,502,4081.1191335740073,21.71,123.18,243.28,136.0,175.0,97,17,20,15,33,79,11.952380952380953,2,2,1758
10,2.6,97,13,1785.0,24.62,194.21,212.13,86.0,85.0,87,35,22,0,28,31,0.13402061855670103,1,1,1759
5,5.75,76,450,6209.0,17.8,104.84,225.21,148.0,190.0,106,22,0,71,18,83,5.921052631578948,2,2,1760
6,1.54,84,453,4081.1191335740073,11.36,165.34,213.26,141.0,175.0,107,27,20,15,49,18,5.392857142857143,2,2,1761
1,5.59,106,25,4081.1191335740073,26.97,144.35,128.97,110.0,122.0,98,18,28,2,51,96,0.2358490566037736,1,1,1762
8,6.38,111,360,4550.0,26.26,34.89,347.4,103.5,105.0,102,35,26,7,54,41,3.2432432432432434,2,1,1763
7,4.9,78,78,2790.0,27.48,170.66,186.88,143.5,188.0,99,28,0,80,35,62,1.0,1,2,1764
10,2.84,115,476,1785.0,27.34,104.29,248.25,96.5,85.0,108,19,22,0,30,48,4.139130434782609,2,1,1765
9,2.57,89,252,5028.0,1.71,160.64,294.64,114.5,124.0,105,14,50,0,26,51,2.831460674157303,1,2,1766
8,6.12,87,41,4550.0,21.67,102.6,327.57,94.5,105.0,84,35,26,7,57,3,0.47126436781609193,1,1,1767
2,2.69,35,106,4081.1191335740073,25.35,187.41,192.41,95.0,90.0,100,41,32,0,63,7,3.0285714285714285,1,1,1768
9,8.69,61,485,5028.0,30.91,94.49,225.25,104.5,124.0,85,19,50,0,15,4,7.950819672131147,2,1,1769
7,5.25,81,451,2790.0,2.71,25.31,196.4,149.5,188.0,111,33,0,80,27,37,5.567901234567901,2,2,1770
9,8.66,101,279,5028.0,26.58,151.33,177.1,107.5,124.0,91,5,50,0,9,35,2.762376237623762,1,1,1771
2,1.54,116,132,4081.1191335740073,25.66,38.12,277.2,86.0,90.0,82,19,32,0,38,65,1.1379310344827587,1,1,1772
10,4.42,111,472,1785.0,31.4,167.96,62.91,92.0,85.0,99,43,22,0,51,9,4.252252252252252,2,1,1773
6,7.55,68,239,4081.1191335740073,6.5,43.65,336.4,143.0,175.0,111,17,20,15,46,73,3.514705882352941,1,2,1774
1,2.74,70,502,4081.1191335740073,7.97,88.58,54.6,111.0,122.0,100,45,28,2,61,2,7.171428571428572,2,2,1775
7,6.61,67,121,2790.0,30.62,60.46,298.25,143.5,188.0,99,4,0,80,34,7,1.8059701492537314,1,2,1776
7,7.6,80,258,2790.0,21.76,80.6,129.75,145.0,188.0,102,32,0,80,37,94,3.225,1,2,1777
6,8.54,26,123,4081.1191335740073,32.82,186.86,236.83,142.5,175.0,110,5,20,15,15,16,4.730769230769231,1,2,1778
9,3.4,119,491,5028.0,22.56,151.18,194.44,115.5,124.0,107,4,50,0,12,62,4.126050420168068,2,2,1779
7,2.42,73,310,2790.0,38.29,61.66,98.7,140.0,188.0,92,10,0,80,44,90,4.2465753424657535,2,2,1780
5,5.52,111,267,6209.0,4.76,70.24,285.9,149.5,190.0,109,36,0,71,63,77,2.4054054054054053,1,2,1781
0,1.73,87,216,3444.0,24.32,167.63,84.88,98.0,92.0,104,5,40,10,11,63,2.4827586206896552,1,1,1782
10,4.54,99,426,1785.0,27.52,66.78,86.85,87.5,85.0,90,3,22,0,66,61,4.303030303030303,2,1,1783
6,3.78,96,468,4081.1191335740073,36.95,168.38,279.62,136.0,175.0,97,33,20,15,35,88,4.875,2,2,1784
0,7.71,95,265,3444.0,34.5,119.14,194.62,97.0,92.0,102,9,40,10,56,5,2.789473684210526,1,1,1785
9,1.93,35,366,5028.0,15.27,151.89,196.95,112.5,124.0,101,21,50,0,53,66,10.457142857142857,2,2,1786
1,2.52,61,30,4081.1191335740073,21.89,168.1,55.75,114.5,122.0,107,21,28,2,53,3,0.4918032786885246,1,2,1787
8,1.8,91,384,4550.0,28.8,74.76,267.98,102.0,105.0,99,19,26,7,58,82,4.21978021978022,2,1,1788
1,1.0,108,42,4081.1191335740073,37.96,63.36,58.81,115.0,122.0,108,6,28,2,32,84,0.3888888888888889,1,2,1789
3,1.87,74,197,4081.1191335740073,8.5,186.49,249.57,130.0,166.0,94,30,0,5,5,14,2.6621621621621623,1,2,1790
3,1.7,23,106,4081.1191335740073,26.78,19.4,90.24,127.5,166.0,89,5,0,5,65,90,4.608695652173913,1,2,1791
7,3.94,106,279,2790.0,16.28,196.84,309.7,143.0,188.0,98,11,0,80,24,20,2.6320754716981134,1,2,1792
3,8.5,110,200,4081.1191335740073,8.92,193.0,206.66,132.0,166.0,98,44,0,5,36,61,1.8181818181818181,1,2,1793
9,2.74,79,491,5028.0,33.13,118.79,172.4,111.0,124.0,98,22,50,0,42,61,6.215189873417722,2,2,1794
8,4.76,32,369,4550.0,6.34,142.43,292.2,93.0,105.0,81,21,26,7,21,68,11.53125,2,1,1795
0,3.39,93,281,3444.0,11.71,70.4,109.46,90.5,92.0,89,19,40,10,64,92,3.021505376344086,1,1,1796
7,9.88,117,247,2790.0,34.67,191.82,193.68,135.5,188.0,83,22,0,80,54,52,2.111111111111111,1,2,1797
2,4.12,97,199,4081.1191335740073,17.58,141.28,341.7,89.5,90.0,89,4,32,0,61,82,2.051546391752577,1,1,1798
4,7.49,78,376,4081.1191335740073,13.71,121.46,292.88,137.0,177.0,97,14,45,15,10,67,4.82051282051282,2,2,1799
10,1.43,78,184,1785.0,22.9,146.56,338.29,97.5,85.0,110,27,22,0,32,76,2.358974358974359,1,1,1800
10,8.57,60,123,1785.0,12.19,162.14,89.4,83.0,85.0,81,23,22,0,31,100,2.05,1,1,1801
7,5.37,50,130,2790.0,33.55,37.48,290.42,141.0,188.0,94,41,0,80,38,53,2.6,1,2,1802
6,4.37,62,380,4081.1191335740073,30.98,71.13,198.9,130.0,175.0,85,39,20,15,15,66,6.129032258064516,2,2,1803
9,5.51,120,266,5028.0,17.56,50.35,109.95,114.5,124.0,105,36,50,0,51,69,2.216666666666667,1,2,1804
8,7.25,23,321,4550.0,25.76,139.92,176.23,108.0,105.0,111,3,26,7,52,89,13.956521739130435,2,1,1805
3,2.37,53,110,4081.1191335740073,3.53,199.61,176.98,131.0,166.0,96,30,0,5,50,51,2.0754716981132075,1,2,1806
0,8.37,67,59,3444.0,36.25,137.61,127.24,97.0,92.0,102,34,40,10,7,11,0.8805970149253731,1,1,1807
4,6.73,109,34,4081.1191335740073,26.44,164.96,84.97,141.0,177.0,105,25,45,15,48,69,0.3119266055045872,1,2,1808
5,5.53,112,512,6209.0,37.47,122.4,328.46,141.5,190.0,93,25,0,71,15,91,4.571428571428571,2,2,1809
0,9.21,84,174,3444.0,9.67,15.22,331.36,100.5,92.0,109,3,40,10,13,53,2.0714285714285716,1,1,1810
10,1.8,94,274,1785.0,26.41,71.61,206.54,92.0,85.0,99,31,22,0,19,94,2.9148936170212765,1,1,1811
9,3.18,36,323,5028.0,15.63,71.12,149.86,115.0,124.0,106,15,50,0,45,25,8.972222222222221,2,2,1812
0,7.92,117,155,3444.0,4.61,132.5,140.19,92.0,92.0,92,42,40,10,30,76,1.3247863247863247,1,1,1813
10,2.16,37,267,1785.0,28.24,188.9,212.17,91.0,85.0,97,31,22,0,56,15,7.216216216216216,1,1,1814
6,6.58,64,123,4081.1191335740073,8.42,156.92,77.57,138.0,175.0,101,45,20,15,33,43,1.921875,1,2,1815
4,3.81,91,256,4081.1191335740073,6.21,178.8,181.5,139.5,177.0,102,44,45,15,49,37,2.8131868131868134,1,2,1816
0,7.74,72,505,3444.0,31.5,87.78,119.58,101.5,92.0,111,5,40,10,36,25,7.013888888888889,2,1,1817
8,7.88,47,348,4550.0,16.59,170.23,110.61,93.0,105.0,81,17,26,7,29,13,7.404255319148936,2,1,1818
0,2.45,93,350,3444.0,12.91,129.23,103.9,89.5,92.0,87,4,40,10,66,55,3.763440860215054,2,1,1819
1,4.24,95,65,4081.1191335740073,19.0,84.72,309.1,108.5,122.0,95,9,28,2,25,41,0.6842105263157895,1,1,1820
6,3.85,114,163,4081.1191335740073,23.9,98.75,317.85,128.0,175.0,81,35,20,15,10,40,1.4298245614035088,1,2,1821
5,5.46,24,39,6209.0,12.62,140.2,76.27,150.5,190.0,111,7,0,71,28,91,1.625,1,2,1822
1,3.81,23,279,4081.1191335740073,31.15,138.79,183.5,104.5,122.0,87,18,28,2,29,21,12.130434782608695,1,1,1823
2,3.54,114,548,4081.1191335740073,16.9,162.27,263.82,93.0,90.0,96,11,32,0,5,76,4.807017543859649,2,1,1824
10,7.5,42,125,1785.0,5.29,136.13,207.16,90.0,85.0,95,17,22,0,62,17,2.9761904761904763,1,1,1825
2,7.46,24,254,4081.1191335740073,7.9,80.37,195.71,92.0,90.0,94,44,32,0,63,36,10.583333333333334,1,1,1826
5,2.78,69,529,6209.0,29.42,105.68,329.58,144.5,190.0,99,38,0,71,42,58,7.666666666666667,2,2,1827
3,7.11,95,98,4081.1191335740073,34.59,153.54,72.54,126.0,166.0,86,27,0,5,48,79,1.0315789473684212,1,2,1828
8,6.15,94,414,4550.0,2.54,183.44,269.26,107.0,105.0,109,17,26,7,58,28,4.404255319148936,2,1,1829
6,5.14,81,173,4081.1191335740073,14.47,123.11,290.55,134.5,175.0,94,35,20,15,64,64,2.1358024691358026,1,2,1830
10,7.97,32,162,1785.0,38.11,125.79,106.1,85.5,85.0,86,31,22,0,43,60,5.0625,1,1,1831
0,3.22,57,477,3444.0,9.11,36.89,132.78,89.0,92.0,86,1,40,10,39,75,8.368421052631579,2,1,1832
2,7.1,48,447,4081.1191335740073,16.2,178.96,196.87,89.0,90.0,88,20,32,0,45,7,9.3125,2,1,1833
6,1.51,34,135,4081.1191335740073,29.2,144.76,328.5,139.5,175.0,104,40,20,15,12,33,3.9705882352941178,1,2,1834
10,2.14,91,46,1785.0,26.15,126.29,248.9,87.5,85.0,90,41,22,0,12,35,0.5054945054945055,1,1,1835
3,8.68,74,439,4081.1191335740073,29.7,133.34,329.65,135.0,166.0,104,15,0,5,66,60,5.9324324324324325,2,2,1836
7,9.3,111,529,2790.0,26.55,24.94,231.41,148.5,188.0,109,9,0,80,22,91,4.7657657657657655,2,2,1837
6,3.97,42,293,4081.1191335740073,35.14,101.91,174.62,129.0,175.0,83,43,20,15,16,39,6.976190476190476,2,2,1838
3,7.26,75,550,4081.1191335740073,38.84,115.54,151.16,136.5,166.0,107,21,0,5,26,26,7.333333333333333,2,2,1839
3,3.63,81,472,4081.1191335740073,25.35,80.77,122.19,123.5,166.0,81,34,0,5,26,82,5.827160493827161,2,2,1840
8,7.11,27,511,4550.0,35.42,46.9,324.55,104.0,105.0,103,38,26,7,30,43,18.925925925925927,2,1,1841
10,8.1,69,344,1785.0,33.39,131.68,286.24,96.0,85.0,107,15,22,0,23,22,4.9855072463768115,2,1,1842
7,8.38,111,524,2790.0,37.73,129.37,341.55,145.0,188.0,102,41,0,80,36,9,4.7207207207207205,2,2,1843
5,2.45,24,15,6209.0,27.83,108.36,215.19,141.5,190.0,93,11,0,71,60,20,0.625,1,2,1844
0,5.1,60,474,3444.0,36.7,99.34,127.12,100.5,92.0,109,15,40,10,59,48,7.9,2,1,1845
1,1.33,67,166,4081.1191335740073,8.14,197.51,301.68,113.0,122.0,104,7,28,2,36,40,2.4776119402985075,1,2,1846
3,3.83,106,374,4081.1191335740073,38.2,107.27,108.22,131.0,166.0,96,20,0,5,22,5,3.5283018867924527,2,2,1847
9,7.83,64,456,5028.0,17.53,162.26,272.25,102.0,124.0,80,36,50,0,40,42,7.125,2,1,1848
5,7.1,75,355,6209.0,24.92,151.45,275.67,137.0,190.0,84,44,0,71,64,79,4.733333333333333,2,2,1849
7,8.92,41,274,2790.0,13.13,192.6,242.72,142.0,188.0,96,16,0,80,65,43,6.682926829268292,1,2,1850
2,1.0,64,224,4081.1191335740073,13.8,134.74,266.63,98.5,90.0,107,11,32,0,65,52,3.5,1,1,1851
5,6.38,20,311,6209.0,27.88,30.42,242.22,138.0,190.0,86,24,0,71,50,84,15.55,2,2,1852
4,4.96,100,40,4081.1191335740073,10.91,125.96,208.13,131.5,177.0,86,9,45,15,8,30,0.4,1,2,1853
0,6.82,108,20,3444.0,36.77,157.1,249.74,93.0,92.0,94,3,40,10,29,71,0.18518518518518517,1,1,1854
9,4.25,113,80,5028.0,22.98,184.13,213.52,103.5,124.0,83,3,50,0,17,82,0.7079646017699115,1,1,1855
10,8.72,79,325,1785.0,10.81,179.28,291.15,93.5,85.0,102,23,22,0,44,32,4.113924050632911,2,1,1856
2,4.18,64,306,4081.1191335740073,20.95,43.42,162.7,96.0,90.0,102,2,32,0,34,51,4.78125,2,1,1857
5,9.96,32,489,6209.0,27.72,86.75,171.74,149.0,190.0,108,38,0,71,27,82,15.28125,2,2,1858
7,2.36,112,544,2790.0,11.47,87.19,153.95,137.5,188.0,87,10,0,80,58,59,4.857142857142857,2,2,1859
5,4.31,72,508,6209.0,38.45,67.5,262.83,142.5,190.0,95,41,0,71,21,56,7.055555555555555,2,2,1860
1,9.9,27,362,4081.1191335740073,23.96,192.88,297.92,114.5,122.0,107,26,28,2,54,13,13.407407407407407,2,2,1861
0,8.78,36,359,3444.0,3.33,193.92,296.1,91.0,92.0,90,13,40,10,43,14,9.972222222222221,2,1,1862
8,4.26,106,38,4550.0,9.75,121.73,341.39,105.5,105.0,106,33,26,7,10,55,0.3584905660377358,1,1,1863
2,6.1,43,539,4081.1191335740073,28.78,171.19,112.29,88.0,90.0,86,20,32,0,57,11,12.534883720930232,2,1,1864
9,2.3,34,370,5028.0,10.39,116.53,144.98,112.0,124.0,100,26,50,0,31,20,10.882352941176471,2,2,1865
9,7.57,78,298,5028.0,36.85,149.48,335.33,103.5,124.0,83,1,50,0,37,68,3.8205128205128207,2,1,1866
8,1.76,22,91,4550.0,1.77,32.68,152.48,104.0,105.0,103,31,26,7,62,13,4.136363636363637,1,1,1867
6,2.35,111,505,4081.1191335740073,26.35,103.9,68.1,132.0,175.0,89,20,20,15,18,51,4.54954954954955,2,2,1868
